  0.633214235      -1.01433814    
  0.469185412     -0.585996449    
  0.442320228     -0.655016243    
  0.371093273     -0.646452367    
  0.272120178     -0.565644979    
  0.161605731     -0.430835754    
   5.76019064E-02 -0.270037591    
  -1.93209890E-02 -0.126066729    
  -5.92749007E-02  -4.07334343E-02
  -7.46051818E-02  -1.29018622E-02
  -8.07459354E-02  -8.91695358E-03
  -8.35820958E-02  -9.02089477E-03
  -8.47867280E-02  -9.25272238E-03
  -8.51184279E-02  -9.36191343E-03
  -8.49916562E-02  -9.39896796E-03
  -8.46252590E-02  -9.39790625E-03
  -8.41307715E-02  -9.37725324E-03
  -8.35641101E-02  -9.34568606E-03
  -8.29529986E-02  -9.30778868E-03
  -8.23113322E-02  -9.26484913E-03
  -8.16458017E-02  -9.21960641E-03
  -8.09601024E-02  -9.17116180E-03
  -8.02559704E-02  -9.12055653E-03
  -7.95345530E-02  -9.06713959E-03
  -7.87964314E-02  -9.01199318E-03
  -7.80422166E-02  -8.95430427E-03
  -7.72723258E-02  -8.89402069E-03
  -7.64871463E-02  -8.83284491E-03
  -7.56871626E-02  -8.76861997E-03
  -7.48728216E-02  -8.70237593E-03
  -7.40445927E-02  -8.63492955E-03
  -7.32030347E-02  -8.56390875E-03
  -7.23485947E-02  -8.49209540E-03
  -7.14818984E-02  -8.41794349E-03
  -7.06035197E-02  -8.34152941E-03
  -6.97140023E-02  -8.26413091E-03
  -6.88140988E-02  -8.18394683E-03
  -6.79043010E-02  -8.10269453E-03
  -6.69854358E-02  -8.01914465E-03
  -6.60580248E-02  -7.93467462E-03
  -6.51229471E-02  -7.84784742E-03
  -6.41807690E-02  -7.75979366E-03
  -6.32322356E-02  -7.67082861E-03
  -6.22781701E-02  -7.57952314E-03
  -6.13191985E-02  -7.48777669E-03
  -6.03561476E-02  -7.39400834E-03
  -5.93897142E-02  -7.29936874E-03
  -5.84206395E-02  -7.20384484E-03
  -5.74497543E-02  -7.10673677E-03
  -5.64776696E-02  -7.00968318E-03
  -5.55051975E-02  -6.91115344E-03
  -5.45330793E-02  -6.81152847E-03
  -5.35619780E-02  -6.71173260E-03
  -5.25926054E-02  -6.61121728E-03
  -5.16256876E-02  -6.51008124E-03
  -5.06618842E-02  -6.40885253E-03
  -4.97018248E-02  -6.30731881E-03
  -4.87462059E-02  -6.20508054E-03
  -4.77956235E-02  -6.10295078E-03
  -4.68506999E-02  -6.00002101E-03
  -4.59119454E-02  -5.89784794E-03
  -4.49800193E-02  -5.79550955E-03
  -4.40553762E-02  -5.69361495E-03
  -4.31385823E-02  -5.59124490E-03
  -4.22300957E-02  -5.48937870E-03
  -4.13303971E-02  -5.38790831E-03
  -4.04398777E-02  -5.28717274E-03
  -3.95589992E-02  -5.18619735E-03
  -3.86880897E-02  -5.08648483E-03
  -3.78275961E-02  -4.98699769E-03
  -3.69777530E-02  -4.88836225E-03
  -3.61389481E-02  -4.79013845E-03
  -3.53114344E-02  -4.69253631E-03
  -3.44954468E-02  -4.59617563E-03
  -3.36912237E-02  -4.50106151E-03
  -3.28989960E-02  -4.40617884E-03
  -3.21189612E-02  -4.31260141E-03
  -3.13512459E-02  -4.21986496E-03
  -3.05960160E-02  -4.12775809E-03
  -2.98533775E-02  -4.03729826E-03
  -2.91234273E-02  -3.94804310E-03
  -2.84062549E-02  -3.85933043E-03
  -2.77019199E-02  -3.77230230E-03
  -2.70104315E-02  -3.68642551E-03
  -2.63318457E-02  -3.60168330E-03
  -2.56661568E-02  -3.51865776E-03
  -2.50133555E-02  -3.43600172E-03
  -2.43734140E-02  -3.35482601E-03
  -2.37462800E-02  -3.27520561E-03
  -2.31319293E-02  -3.19688837E-03
  -2.25302763E-02  -3.11996532E-03
  -2.19412353E-02  -3.04429163E-03
  -2.13647354E-02  -2.96962261E-03
  -2.08006557E-02  -2.89636571E-03
  -2.02489085E-02  -2.82495748E-03
  -1.97093412E-02  -2.75451946E-03
  -1.91818681E-02  -2.68525188E-03
  -1.86663140E-02  -2.61767069E-03
  -1.81625523E-02  -2.55107414E-03
  -1.76704451E-02  -2.48585572E-03
  -1.71897914E-02  -2.42240052E-03
  -1.67205129E-02  -2.35970435E-03
  -1.62623841E-02  -2.29854113E-03
  -1.58152431E-02  -2.23870296E-03
  -1.53789362E-02  -2.18007388E-03
  -1.49532789E-02  -2.12233630E-03
  -1.45380925E-02  -2.06642342E-03
  -1.41331945E-02  -2.01173779E-03
  -1.37384031E-02  -1.95790734E-03
  -1.33535434E-02  -1.90567819E-03
  -1.29784420E-02  -1.85441505E-03
  -1.26128811E-02  -1.80431013E-03
  -1.22566922E-02  -1.75557774E-03
  -1.19097130E-02  -1.70730508E-03
  -1.15717202E-02  -1.66133547E-03
  -1.12425517E-02  -1.61580439E-03
  -1.09220119E-02  -1.57094339E-03
  -1.06099173E-02  -1.52773585E-03
  -1.03061097E-02  -1.48562924E-03
  -1.00104026E-02  -1.44428143E-03
  -9.72257089E-03  -1.40446308E-03
  -9.44248494E-03  -1.36509887E-03
  -9.16997436E-03  -1.32690242E-03
  -8.90481938E-03  -1.28961622E-03
  -8.64691474E-03  -1.25322631E-03
  -8.39602295E-03  -1.21832464E-03
  -8.15201458E-03  -1.18383369E-03
  -7.91473407E-03  -1.14985614E-03
  -7.68401986E-03  -1.11755345E-03
  -7.45965866E-03  -1.08556671E-03
  -7.24154664E-03  -1.05464424E-03
  -7.02953525E-03  -1.02437090E-03
  -6.82341401E-03  -9.95531911E-04
  -6.62310654E-03  -9.66271968E-04
  -6.42840751E-03  -9.39106685E-04
  -6.23922003E-03  -9.12181335E-04
  -6.05537789E-03  -8.85576592E-04
  -5.87675534E-03  -8.59994558E-04
  -5.70322387E-03  -8.34653154E-04
  -5.53458836E-03  -8.11100123E-04
  -5.37077850E-03  -7.87015306E-04
  -5.21169417E-03  -7.64587312E-04
  -5.05713653E-03  -7.42309727E-04
  -4.90701385E-03  -7.20376847E-04
  -4.76123858E-03  -6.99170923E-04
  -4.61964216E-03  -6.78976823E-04
  -4.48216870E-03  -6.58927660E-04
  -4.34866268E-03  -6.39454753E-04
  -4.21900069E-03  -6.20805076E-04
  -4.09315201E-03  -6.02731074E-04
  -3.97092430E-03  -5.84826164E-04
  -3.85227706E-03  -5.67655079E-04
  -3.73708736E-03  -5.51224337E-04
  -3.62528861E-03  -5.34430088E-04
  -3.51675181E-03  -5.18607558E-04
  -3.41136986E-03  -5.03266056E-04
  -3.30911973E-03  -4.88556747E-04
  -3.20983492E-03  -4.73727006E-04
  -3.11349798E-03  -4.60249546E-04
  -3.01999296E-03  -4.46324615E-04
  -2.92925397E-03  -4.32852423E-04
  -2.84120278E-03  -4.19911346E-04
  -2.75573949E-03  -4.07377316E-04
  -2.67280126E-03  -3.95477633E-04
  -2.59234733E-03  -3.83867562E-04
  -2.51423731E-03  -3.72020790E-04
  -2.43845745E-03  -3.61137441E-04
  -2.36493931E-03  -3.50386777E-04
  -2.29359115E-03  -3.39661899E-04
  -2.22437992E-03  -3.29694798E-04
  -2.15723668E-03  -3.20137944E-04
  -2.09208415E-03  -3.10139090E-04
  -2.02885899E-03  -3.00936692E-04
  -1.96756795E-03  -2.91793898E-04
  -1.90807541E-03  -2.82913854E-04
  -1.85036089E-03  -2.74596823E-04
  -1.79438631E-03  -2.66218034E-04
  -1.74007867E-03  -2.58613465E-04
  -1.68740994E-03  -2.50533572E-04
  -1.63630152E-03  -2.42956085E-04
  -1.58673641E-03  -2.35426589E-04
  -1.53865269E-03  -2.28390505E-04
  -1.49202743E-03  -2.21729599E-04
  -1.44677958E-03  -2.14914966E-04
  -1.40292593E-03  -2.08393540E-04
  -1.36036577E-03  -2.02005904E-04
  -1.31908990E-03  -1.95800210E-04
  -1.27907027E-03  -1.89868369E-04
  -1.24024122E-03  -1.84539182E-04
  -1.20260974E-03  -1.78811111E-04
  -1.16606802E-03  -1.73243461E-04
  -1.13067403E-03  -1.68414743E-04
  -1.09631964E-03  -1.63101475E-04
  -1.06299203E-03  -1.58209397E-04
  -1.03071029E-03  -1.53253539E-04
  -9.99367330E-04  -1.48889943E-04
  -9.68985260E-04  -1.44409714E-04
  -9.39531659E-04  -1.39512020E-04
  -9.10958799E-04  -1.35401991E-04
  -8.83250614E-04  -1.31420020E-04
  -8.56385683E-04  -1.27319130E-04
  -8.30338278E-04  -1.23670310E-04
  -8.05075048E-04  -1.19877943E-04
  -7.80570321E-04  -1.16448966E-04
  -7.56828813E-04  -1.12777110E-04
  -7.33775669E-04  -1.08943495E-04
  -7.11428118E-04  -1.06378298E-04
  -6.89780747E-04  -1.02697340E-04
  -6.68749970E-04  -9.97954412E-05
  -6.48388697E-04  -9.66671869E-05
  -6.28639420E-04  -9.34851414E-05
  -6.09486597E-04  -9.07182402E-05
  -5.90914802E-04  -8.83936009E-05
  -5.72925434E-04  -8.55557955E-05
  -5.55449689E-04  -8.29735072E-05
  -5.38535649E-04  -8.02254581E-05
  -5.22112823E-04  -7.77697860E-05
  -5.06195589E-04  -7.56743248E-05
  -4.90762817E-04  -7.29793901E-05
  -4.75809386E-04  -7.09232627E-05
  -4.61305579E-04  -6.85561608E-05
  -4.47233615E-04  -6.67301356E-05
  -4.33598994E-04  -6.46333283E-05
  -4.20367927E-04  -6.22832595E-05
  -4.07538348E-04  -6.05378009E-05
  -3.95103561E-04  -5.90962045E-05
  -3.83054401E-04  -5.68942414E-05
  -3.71358561E-04  -5.55487277E-05
  -3.60042206E-04  -5.38767927E-05
  -3.49034788E-04  -5.20524809E-05
  -3.38388403E-04  -5.06487304E-05
  -3.28074500E-04  -4.89483755E-05
  -3.18055972E-04  -4.70646628E-05
  -3.08369927E-04  -4.60959272E-05
  -2.98949541E-04  -4.44755606E-05
  -2.89813499E-04  -4.33269051E-05
  -2.80969951E-04  -4.18810378E-05
  -2.72379344E-04  -4.04274033E-05
  -2.64091737E-04  -3.95193019E-05
  -2.56011612E-04  -3.79931735E-05
  -2.48197233E-04  -3.69185618E-05
  -2.40603156E-04  -3.61333878E-05
  -2.33272032E-04  -3.46019006E-05
  -2.26129545E-04  -3.35356963E-05
  -2.19234003E-04  -3.27737398E-05
  -2.12550483E-04  -3.18039602E-05
  -2.06052064E-04  -3.05847534E-05
  -1.99754912E-04  -2.98039995E-05
  -1.93652289E-04  -2.87779494E-05
  -1.87744285E-04  -2.81242010E-05
  -1.82009404E-04  -2.73175901E-05
  -1.76443165E-04  -2.62643825E-05
  -1.71042251E-04  -2.55380692E-05
  -1.65824706E-04  -2.46817781E-05
  -1.60762487E-04  -2.38011526E-05
  -1.55858215E-04  -2.32049442E-05
  -1.51083688E-04  -2.24256873E-05
  -1.46471837E-04  -2.19106696E-05
  -1.41988348E-04  -2.12136147E-05
  -1.37651543E-04  -2.06173027E-05
  -1.33453956E-04  -2.03643340E-05
  -1.29351814E-04  -1.90205737E-05
  -1.25425315E-04  -1.86084744E-05
  -1.21578174E-04  -1.81520772E-05
  -1.17874290E-04  -1.77694637E-05
  -1.14267648E-04  -1.69150753E-05
  -1.10778768E-04  -1.68800379E-05
  -1.07400534E-04  -1.61770586E-05
  -1.04120925E-04  -1.54238096E-05
  -1.00948702E-04  -1.50015285E-05
  -9.78514363E-05  -1.51530676E-05
  -9.48805973E-05  -1.41330884E-05
  -9.19681916E-05  -1.35361988E-05
  -8.91618620E-05  -1.34916263E-05
  -8.64290996E-05  -1.30610524E-05
  -8.38041087E-05  -1.25671522E-05
  -8.12363069E-05  -1.22931096E-05
  -7.87438548E-05  -1.14472305E-05
  -7.63476855E-05  -1.15272223E-05
  -7.40195028E-05  -1.11317058E-05
  -7.17587318E-05  -1.09812172E-05
  -6.95557392E-05  -1.01207024E-05
  -6.74367184E-05  -1.02828035E-05
  -6.53906463E-05  -9.44091062E-06
  -6.33949821E-05  -9.43453415E-06
  -6.14425226E-05  -9.17558918E-06
  -5.95876627E-05  -9.06968762E-06
  -5.77529063E-05  -8.56554834E-06
  -5.59940709E-05  -8.27573876E-06
  -5.42985217E-05  -8.21787944E-06
  -5.26376971E-05  -8.16479951E-06
  -5.10379941E-05  -7.39661164E-06
  -4.94702072E-05  -7.29044359E-06
  -4.79387963E-05  -7.30215106E-06
  -4.64712430E-05  -7.12910878E-06
  -4.50623556E-05  -6.73426484E-06
  -4.36759838E-05  -6.58373483E-06
  -4.23265810E-05  -6.29502301E-06
  -4.10526809E-05  -6.11682481E-06
  -3.97901713E-05  -5.82544544E-06
  -3.85689564E-05  -5.99436817E-06
  -3.73908006E-05  -5.19986361E-06
  -3.62596256E-05  -5.41346935E-06
  -3.51525705E-05  -5.33062166E-06
  -3.40579099E-05  -5.23783910E-06
  -3.30292460E-05  -4.69759152E-06
  -3.20287982E-05  -4.79502751E-06
  -3.10749529E-05  -4.77419326E-06
  -3.01015752E-05  -4.32426668E-06
  -2.91861452E-05  -4.62481330E-06
  -2.83094287E-05  -4.10023449E-06
  -2.74389186E-05  -3.59366209E-06
  -2.65926919E-05  -3.99066539E-06
  -2.57715037E-05  -4.08515052E-06
  -2.49938912E-05  -3.49213929E-06
  -2.42447240E-05  -3.68880274E-06
  -2.34756390E-05  -3.27047428E-06
  -2.27819437E-05  -3.38414725E-06
  -2.20854272E-05  -3.37012852E-06
  -2.14172269E-05  -3.20101617E-06
  -2.07481498E-05  -2.98758232E-06
  -2.01180956E-05  -3.17772765E-06
  -1.94879176E-05  -2.68465487E-06
  -1.89053408E-05  -2.67774362E-06
  -1.83240354E-05  -2.64343953E-06
  -1.77511829E-05  -2.27923033E-06
  -1.72271320E-05  -2.56160411E-06
  -1.66766331E-05  -2.57726106E-06
  -1.61854787E-05  -2.58216005E-06
  -1.56885671E-05  -2.71303679E-06
  -1.52067569E-05  -2.08770507E-06
  -1.47424216E-05  -2.32710318E-06
  -1.42926538E-05  -1.96853398E-06
  -1.38597998E-05  -2.17518209E-06
  -1.34324782E-05  -1.72791806E-06
  -1.30302415E-05  -1.97059171E-06
  -1.26348768E-05  -1.75077935E-06
  -1.22542842E-05  -1.84603061E-06
  -1.18592197E-05  -1.63281265E-06
  -1.14898312E-05  -1.83547866E-06
  -1.11629706E-05  -1.72860678E-06
  -1.08302247E-05  -1.37312236E-06
  -1.04951469E-05  -1.55092039E-06
  -1.01685491E-05  -1.47441153E-06
  -9.86031500E-06  -1.46401692E-06
