   5.47492123     km   13.5065079     km
   5.41156292     km   12.9373026     km
   5.34954548     km   12.3766060     km
   5.28960133     km   11.8280678     km
   5.23254442     km   11.2957773     km
   5.17923117     km   10.7841463     km
   5.13050175     km   10.2977114     km
   5.08710575     km   9.84086132     km
   5.04961920     km   9.41751480     km
   5.01837206     km   9.03079319     km
   4.99340153     km   8.68274879     km
   4.97444725     km   8.37420273     km
   4.96098948     km   8.10473633     km
   4.95232058     km   7.87281322     km
   4.94763184     km   7.67601252     km
   4.94609642     km   7.51130390     km
   4.94693661     km   7.37532282     km
   4.94946480     km   7.26460361     km
   4.95310593     km   7.17575836     km
   4.95739985     km   7.10559654     km
   4.96199322     km   7.05119705     km
   4.96662664     km   7.00994110     km
   4.97111702     km   6.97952032     km
   4.97534275     km   6.95792580     km
   4.97922897     km   6.94343042     km
   4.98273659     km   6.93456221     km
   4.98585176     km   6.93007994     km
   4.98857927     km   6.92894554     km
   4.99093628     km   6.93030024     km
   4.99294710     km   6.93344116     km
   4.99464130     km   6.93779850     km
   4.99605036     km   6.94291735     km
   4.99720621     km   6.94844103     km
   4.99814034     km   6.95409441     km
   4.99888277     km   6.95967054     km
   4.99946117     km   6.96501970     km
   4.99990129     km   6.97003841     km
   5.00022554     km   6.97466040     km
   5.00045490     km   6.97884798     km
   5.00060701     km   6.98258734     km
   5.00069761     km   6.98588133     km
   5.00073957     km   6.98874569     km
   5.00074482     km   6.99120522     km
   5.00072241     km   6.99329090     km
   5.00068045     km   6.99503660     km
   5.00062513     km   6.99647713     km
   5.00056171     km   6.99764872     km
   5.00049448     km   6.99858522     km
   5.00042629     km   6.99932051     km
   5.00035954     km   6.99988413     km
   5.00029564     km   7.00030375     km
   5.00023603     km   7.00060368     km
   5.00018120     km   7.00080633     km
   5.00013208     km   7.00093079     km
   5.00008821     km   7.00099421     km
   5.00004959     km   7.00101042     km
   5.00001621     km   7.00099134     km
   4.99998760     km   7.00094652     km
   4.99996328     km   7.00088406     km
   4.99994326     km   7.00081062     km
   4.99992657     km   7.00073099     km
   4.99991322     km   7.00064945     km
   4.99990225     km   7.00056934     km
   4.99989367     km   7.00049210     km
   4.99988747     km   7.00041962     km
   4.99988270     km   7.00035286     km
   4.99987936     km   7.00029230     km
   4.99987698     km   7.00023842     km
   4.99987555     km   7.00019073     km
   4.99987507     km   7.00014925     km
   4.99987507     km   7.00011349     km
   4.99987555     km   7.00008345     km
   4.99987602     km   7.00005865     km
   4.99987698     km   7.00003767     km
   4.99987793     km   7.00002098     km
   4.99987888     km   7.00000763     km
   4.99987984     km   6.99999714     km
 raio e profundidade, respectivamente:
     4.9999
     7.0000
