  -17164.5449       21330.5820    
  -17651.0156       21685.1113    
  -18145.4434       22040.9160    
  -19134.4785       22742.3789    
  -21054.2090       24078.5781    
  -24029.6777       26253.4297    
  -21173.8301       27187.4453    
   12437.0703       19107.9648    
   48717.6953       8321.99707    
   55467.6719       5086.97021    
   53299.0430       4388.03711    
   49921.1719       4092.84399    
   46486.3672       3868.88452    
   43171.0547       3668.04102    
   40026.5000       3477.86670    
   37071.7617       3294.25586    
   34312.2969       3116.11523    
   31746.5176       2943.60181    
   29368.8242       2777.28564    
   27171.3789       2617.74536    
   25144.9395       2465.44116    
   23279.2480       2320.77197    
   21564.1172       2183.75537    
   19988.7695       2054.52222    
   18542.8945       1932.92053    
   17216.3945       1818.76245    
   15999.6543       1711.76709    
   14883.4268       1611.69800    
   13859.3340       1518.09863    
   12919.2441       1430.71680    
   12055.9082       1349.10364    
   11262.4795       1272.93298    
   10532.7783       1201.81592    
   9861.03711       1135.46497    
   9242.14648       1073.49316    
   8671.34180       1015.62305    
   8144.40869       961.509277    
   7657.35107       910.962524    
   7206.78369       863.618896    
   6789.37451       819.352905    
   6402.37305       777.839783    
   6043.07666       738.945679    
   5709.16211       702.445557    
   5398.48438       668.171997    
   5109.13525       635.934448    
   4839.24023       605.685486    
   4587.35205       577.168823    
   4351.93213       550.332458    
   4131.71338       525.024963    
   3925.49023       501.149017    
   3732.15161       478.630585    
   3550.79077       457.311493    
   3380.40869       437.191589    
   3220.19946       418.177002    
   3069.51758       400.113037    
   2927.54761       383.041412    
   2793.74829       366.829224    
   2667.48486       351.475433    
   2548.30176       336.863037    
   2435.66504       322.991241    
   2329.12183       309.820038    
   2228.27295       297.302673    
   2132.78857       285.357971    
   2042.27832       273.991669    
   1956.41296       263.177612    
   1874.90967       252.876007    
   1797.52368       243.028671    
   1723.97095       233.641083    
   1654.01770       224.687317    
   1587.49329       216.102386    
   1524.13025       207.923859    
   1463.79285       200.085419    
   1406.24365       192.625336    
   1351.38013       185.474640    
   1299.04236       178.623001    
   1249.10071       172.043320    
   1201.36389       165.780029    
   1155.78540       159.746002    
   1112.22607       153.953979    
   1070.53650       148.432068    
   1030.65869       143.124176    
   992.487610       138.038940    
   955.975037       133.119919    
   920.976196       128.419830    
   887.422546       123.922295    
   855.276611       119.585358    
   824.472351       115.396965    
   794.884583       111.408524    
   766.512573       107.557007    
   739.277161       103.854355    
   713.150269       100.270401    
   688.050354       96.8284760    
   663.890869       93.5592804    
   640.738159       90.3530350    
   618.434998       87.3100815    
   597.033142       84.3380661    
   576.422485       81.5038300    
   556.588196       78.7791901    
   537.530212       76.1274872    
   519.149597       73.6100540    
   501.501099       71.1384888    
   484.463501       68.7997589    
   468.085480       66.5153046    
   452.329346       64.2933502    
   437.082550       62.2127800    
   422.440399       60.1582222    
   408.327820       58.1760330    
   394.741913       56.2463150    
   381.581757       54.4405823    
   368.955536       52.6376038    
   356.713043       50.9603271    
   344.969360       49.2756958    
   333.598267       47.6891327    
   322.650787       46.1340370    
   312.058594       44.6576614    
   301.852997       43.2146378    
   291.999512       41.8218918    
   282.510834       40.4532242    
   273.286224       39.1904678    
   264.414948       37.9356880    
   255.854889       36.7162323    
   247.600494       35.5235062    
   239.600479       34.3949051    
   231.859406       33.3167229    
   224.385834       32.2689743    
   217.222351       31.1973343    
   210.222534       30.2364922    
   203.518051       29.2475529    
   196.992966       28.3349571    
   190.686798       27.4512596    
   184.606918       26.5802956    
   178.724777       25.7414665    
   173.043076       24.9225426    
   167.553391       24.1257706    
   162.231873       23.3691444    
   157.082748       22.6394997    
   152.119431       21.9156704    
   147.291351       21.2418270    
   142.642227       20.5689354    
   138.121445       19.9409084    
   133.772888       19.3065662    
   129.565506       18.6958771    
   125.469246       18.1259155    
   121.536446       17.5449867    
   117.715889       16.9988766    
   114.009605       16.4771881    
   110.449989       15.9443083    
   106.977661       15.4568167    
   103.639084       14.9631720    
   100.372437       14.5193157    
   97.2497482       14.0492983    
   94.2091522       13.6133003    
   91.2641220       13.1937866    
   88.4024963       12.7955303    
   85.6468353       12.3963127    
   82.9901733       11.9972525    
   80.4056168       11.6236277    
   77.8999481       11.2642117    
   75.4562607       10.9330254    
   73.1184311       10.5848351    
   70.8603210       10.2421169    
   68.6343384       9.94922638    
   66.5096664       9.63478184    
   64.4380035       9.34208870    
   62.4571342       9.03453636    
   60.5195618       8.75672722    
   58.6404152       8.48835564    
   56.8270035       8.22175407    
   55.0677986       7.96684837    
   53.3453789       7.73852730    
   51.7135239       7.48084259    
   50.0896645       7.27229595    
   48.5535660       7.03655481    
   47.0460930       6.82372856    
   45.5820351       6.62414551    
   44.1905708       6.40213108    
   42.8229408       6.20741844    
   41.4944077       6.02305031    
   40.2275352       5.82460546    
   38.9760628       5.65463924    
   37.7779884       5.47570419    
   36.6268158       5.29317570    
   35.4724617       5.15566921    
   34.3888588       4.98656130    
   33.3262978       4.83614159    
   32.3076363       4.67918301    
   31.2978535       4.55005407    
   30.3315926       4.41293526    
   29.4067192       4.26802588    
   28.5012798       4.13791275    
   27.6429119       3.99160242    
   26.7753620       3.88644981    
   25.9575157       3.75996590    
   25.1660862       3.63823175    
   24.3734722       3.54557180    
   23.6399937       3.42159986    
   22.8978958       3.33157301    
   22.2108459       3.21212864    
   21.5105610       3.13184166    
   20.8441334       3.04026842    
   20.2199421       2.93127894    
   19.6140919       2.82624459    
   18.9852257       2.76579356    
   18.4179001       2.66444206    
   17.8465157       2.58859825    
   17.3111382       2.49763727    
   16.7825680       2.41853142    
   16.2647896       2.34862828    
   15.7427559       2.29863715    
   15.2777605       2.20918751    
   14.8016663       2.14942026    
   14.3528814       2.07707834    
   13.9188709       2.00872707    
   13.4824839       1.95706809    
   13.0501347       1.91578472    
   12.6694002       1.83754206    
   12.2944880       1.76761341    
   11.8998671       1.73079491    
   11.5396252       1.67391026    
   11.1843224       1.62382293    
   10.8557568       1.56045341    
   10.4978256       1.53827286    
   10.1912451       1.47598541    
   9.87079716       1.43868101    
   9.56887436       1.39357638    
   9.27462387       1.35142875    
   9.01037788       1.29089117    
   8.69872093       1.28614020    
   8.44486523       1.23469126    
   8.18756866       1.19497275    
   7.95073462       1.14426851    
   7.69840002       1.11923742    
   7.46401262       1.08309364    
   7.24142170       1.04355085    
   7.00708199       1.02317798    
   6.79362392      0.990415215    
   6.58607340      0.959254205    
   6.38647413      0.927875221    
   6.19686460      0.893162787    
   5.98841476      0.884292483    
   5.79873800      0.863640547    
   5.64678526      0.811520398    
   5.44263315      0.818094134    
   5.31501818      0.754357696    
   5.12783337      0.755047917    
   4.96349955      0.738373637    
   4.84094429      0.688298523    
   4.68659353      0.673749328    
   4.52069712      0.674285412    
   4.39217901      0.643615842    
   4.26703119      0.615340829    
   4.13077402      0.603033662    
   4.02106619      0.567004979    
   3.88293600      0.565690994    
   3.74815726      0.562876463    
   3.65442467      0.525388837    
   3.53270721      0.518460155    
   3.42106318      0.506745934    
   3.33114696      0.476518482    
   3.23548913      0.455129564    
   3.11404061      0.464145660    
   3.01441765      0.453514218    
   2.93703818      0.425881386    
   2.84696341      0.412724644    
   2.74497056      0.414688826    
   2.69447017      0.369087160    
   2.59609318      0.373515427    
   2.50568438      0.370669156    
   2.43229675      0.357241452    
   2.35325718      0.349900335    
   2.28250623      0.338603884    
   2.23851371      0.302975208    
   2.13435054      0.329529345    
   2.07352471      0.314886928    
   2.04007244      0.275106311    
   1.93681383      0.307711631    
   1.92097771      0.256062448    
   1.85076892      0.259378731    
   1.79799914      0.247520089    
   1.71550500      0.268234789    
   1.68695951      0.235007435    
   1.63540375      0.228869170    
   1.59022665      0.218572497    
   1.52183962      0.229047894    
   1.49027741      0.208701894    
   1.44557536      0.200339556    
   1.40896392      0.186672017    
   1.35496998      0.192734137    
   1.30442691      0.195731029    
   1.26229548      0.192087099    
   1.22958541      0.179633528    
   1.18979323      0.177271858    
   1.16470408      0.160449371    
   1.12220478      0.161773801    
   1.07284033      0.171931759    
   1.05824745      0.148328662    
   1.03282535      0.137962341    
  0.974228561      0.160840631    
  0.969396949      0.131065279    
  0.936576664      0.129231751    
  0.903248668      0.131175727    
  0.870591819      0.130670860    
  0.856285036      0.114100061    
  0.815519094      0.126733243    
  0.806139708      0.106122442    
  0.769855440      0.115300283    
  0.742460489      0.115175843    
  0.716729760      0.115555078    
  0.699560761      0.106390819    
  0.675714552      0.104965448    
  0.668008566       9.00369361E-02
  0.619217813      0.114351027    
  0.617704272       9.38886330E-02
  0.607754409       8.20093751E-02
  0.597757638       6.97758943E-02
  0.570745289       7.76754692E-02
