   1446400.12      -869898.250    
  -869898.250       564262.438    
   200229.859      -167302.391    
  -167302.391       150932.250    
   55779.9609      -57588.7383    
  -57588.7383       64258.7070    
   37377.7031      -41172.0078    
  -41172.0078       49035.6172    
   36620.7266      -40380.3008    
  -40380.3008       48170.0469    
   37018.5781      -40642.6094    
  -40642.6094       48314.8125    
   37425.6992      -40908.5469    
  -40908.5469       48465.5742    
   37835.4609      -41173.5234    
  -41173.5234       48616.4297    
   38246.8750      -41437.4258    
  -41437.4258       48766.5508    
   38659.3359      -41700.1484    
  -41700.1484       48915.4844    
   39072.4609      -41961.5781    
  -41961.5781       49063.0195    
   39485.9922      -42221.6250    
  -42221.6250       49208.9961    
   39899.6328      -42480.1602    
  -42480.1602       49353.3203    
   40313.1680      -42737.0977    
  -42737.0977       49495.9414    
   40726.3867      -42992.3359    
  -42992.3359       49636.7930    
   41139.1133      -43245.7969    
  -43245.7969       49775.8750    
   41551.1172      -43497.3555    
  -43497.3555       49913.1016    
   41962.1680      -43746.9180    
  -43746.9180       50048.4531    
   42372.1094      -43994.3984    
  -43994.3984       50181.9141    
   42780.7695      -44239.7695    
  -44239.7695       50313.4883    
   43187.8711      -44482.8555    
  -44482.8555       50443.0859    
   43593.2852      -44723.6250    
  -44723.6250       50570.7305    
   43996.7969      -44961.9922    
  -44961.9922       50696.3945    
   44398.2031      -45197.8906    
  -45197.8906       50820.0664    
   44797.3555      -45431.2344    
  -45431.2344       50941.7188    
   45194.0781      -45661.9805    
  -45661.9805       51061.3711    
   45588.1523      -45890.0312    
  -45890.0312       51178.9805    
   45979.4688      -46115.3633    
  -46115.3633       51294.5625    
   46367.7422      -46337.8516    
  -46337.8516       51408.0820    
   46752.9805      -46557.5508    
  -46557.5508       51519.5820    
   47134.8867      -46774.3086    
  -46774.3086       51629.0312    
   47513.3984      -46988.1641    
  -46988.1641       51736.4609    
   47888.3359      -47199.0156    
  -47199.0156       51841.8320    
   48259.5508      -47406.8438    
  -47406.8438       51945.1680    
   48626.9531      -47611.6328    
  -47611.6328       52046.5039    
   48990.3984      -47813.3359    
  -47813.3359       52145.8047    
   49349.7734      -48011.9414    
  -48011.9414       52243.1133    
   49704.9258      -48207.3906    
  -48207.3906       52338.4219    
   50055.8242      -48399.7148    
  -48399.7148       52431.7695    
   50402.3203      -48588.8555    
  -48588.8555       52523.1406    
   50744.3398      -48774.8359    
  -48774.8359       52612.5742    
   51081.8320      -48957.6328    
  -48957.6328       52700.0820    
   51414.6406      -49137.2148    
  -49137.2148       52785.6758    
   51742.7734      -49313.6172    
  -49313.6172       52869.3789    
